,name,discord,released,release-date,romhack,gametypes,platforms,regions,genres,engines,developers,publishers,created,links
152,1942: Joint Strike,,2008,2008-06-23,False,[],[],"['USA / NTSC', 'EUR / PAL']",[],[],[],[],2020-06-06T13:17:10Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/76rxm0v6'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=76rxm0v6'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/76rxm0v6/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/76rxm0v6/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/76rxm0v6/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/76rxm0v6/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/qnlmljk4'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/76rxm0v6/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/76rxm0v6/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/76rxm0v6/category/wkp3yyw2'}]"
153,1943 Kai: Midway Kaisen,,1988,1988-01-01,False,[],[],['JPN / NTSC'],[],[],[],[],2018-06-20T06:41:44Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/76rxj056'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=76rxj056'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/76rxj056/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/76rxj056/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/76rxj056/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/76rxj056/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/qnlmljk4'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/76rxj056/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/76rxj056/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/76rxj056/category/jdzv6pxk'}]"
154,1943: The Battle of Midway,,1987,1987-06-01,False,[],[],"['USA / NTSC', 'EUR / PAL', 'JPN / NTSC']",[],[],[],[],2017-02-20T01:16:58Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/yd49zp1e'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=yd49zp1e'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/yd49zp1e/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/yd49zp1e/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/yd49zp1e/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/yd49zp1e/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/qnlmljk4'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/yd49zp1e/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/yd49zp1e/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/yd49zp1e/category/z2733mgd'}]"
155,1943: The Battle of Midway Mark II,,1988,1988-06-15,False,[],[],['USA / NTSC'],[],[],[],[],2021-04-05T04:51:45Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/v1pxmv46'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=v1pxmv46'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/v1pxmv46/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/v1pxmv46/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/v1pxmv46/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/v1pxmv46/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/qnlmljk4'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/v1pxmv46/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/v1pxmv46/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/v1pxmv46/category/ndxe1y5k'}]"
156,1944: The Loop Master,,2000,2000-06-20,False,[],[],"['USA / NTSC', 'JPN / NTSC']",[],[],[],[],2020-04-25T09:06:23Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/3dx2pwp1'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=3dx2pwp1'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/3dx2pwp1/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/3dx2pwp1/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/3dx2pwp1/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/3dx2pwp1/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/qnlmljk4'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/3dx2pwp1/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/3dx2pwp1/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/3dx2pwp1/category/rkll66rk'}]"
157,1945 Air force,,2019,2019-05-28,True,['dj1gd1x5'],[],"['USA / NTSC', 'EUR / PAL', 'JPN / NTSC', 'CHN / PAL', 'KOR / NTSC', 'BRA / PAL']",[],[],[],[],2022-09-25T17:10:56Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/kdkm9yg1'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=kdkm9yg1'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/kdkm9yg1/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/kdkm9yg1/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/kdkm9yg1/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/kdkm9yg1/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/kdkm9yg1/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/kdkm9yg1/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/kdkm9yg1/category/wdm78qod'}]"
158,1945k III,,2000,2000-01-01,False,[],[],"['USA / NTSC', 'JPN / NTSC', 'KOR / NTSC']",[],[],[],[],2022-12-01T16:00:27Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/268wlek6'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=268wlek6'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/268wlek6/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/268wlek6/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/268wlek6/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/268wlek6/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/268wlek6/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/268wlek6/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/268wlek6/category/5dwxxl52'}]"
159,194X: 3D Dogfight,,2006,2006-10-12,False,[],[],['JPN / NTSC'],[],[],[],[],2020-08-03T16:05:27Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/76rx0kv6'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=76rx0kv6'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/76rx0kv6/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/76rx0kv6/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/76rx0kv6/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/76rx0kv6/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/qnlmljk4'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/76rx0kv6/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/76rx0kv6/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/76rx0kv6/category/q25mmnjd'}]"
160,1954: Alcatraz,,2020,2020-05-07,False,[],[],[],[],[],[],[],2020-05-08T14:35:25Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/9d3rj3ed'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=9d3rj3ed'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/9d3rj3ed/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/9d3rj3ed/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/9d3rj3ed/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/9d3rj3ed/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/9d3rj3ed/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/9d3rj3ed/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/9d3rj3ed/category/xd1g9ord'}]"
161,1979 Revolution: Black Friday,,2016,2016-04-04,False,[],[],[],[],[],[],[],2022-01-20T19:57:41Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/3dxk8qv1'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=3dxk8qv1'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/3dxk8qv1/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/3dxk8qv1/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/3dxk8qv1/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/3dxk8qv1/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/3dxk8qv1/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/3dxk8qv1/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/3dxk8qv1/category/jdrnvvxk'}]"
162,1982 (Steam),,2017,2017-06-28,False,[],[],[],[],[],[],[],2017-07-31T00:24:34Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/w6j2p51j'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=w6j2p51j'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/w6j2p51j/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/w6j2p51j/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/w6j2p51j/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/w6j2p51j/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/w6j2p51j/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/w6j2p51j/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/w6j2p51j/category/n2yj0972'}]"
163,198X,,2019,2019-06-20,False,[],[],[],[],[],[],[],2019-07-05T23:16:01Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/3dx2v9p1'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=3dx2v9p1'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/3dx2v9p1/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/3dx2v9p1/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/3dx2v9p1/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/3dx2v9p1/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/3dx2v9p1/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/3dx2v9p1/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/3dx2v9p1/category/zd38ze8k'}]"
164,1999 Bizarre Obby,,2021,2021-05-05,False,[],[],[],[],[],[],[],2021-05-23T15:12:18Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/o6gnl9x1'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=o6gnl9x1'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/o6gnl9x1/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/o6gnl9x1/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/o6gnl9x1/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/o6gnl9x1/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/z783dwyn'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/o6gnl9x1/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/o6gnl9x1/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/o6gnl9x1/category/9kvqrqod'}]"
165,"1999: Hore, Mita koto ka! Seikimatsu",,1992,1992-09-18,False,[],[],['JPN / NTSC'],[],[],[],[],2017-01-22T19:34:51Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/yd4p3xde'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=yd4p3xde'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/yd4p3xde/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/yd4p3xde/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/yd4p3xde/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/yd4p3xde/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/yd4p3xde/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/yd4p3xde/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/yd4p3xde/category/5dwpo3gk'}]"
166,19XX: The War Against Destiny,,1996,1996-01-11,False,[],[],"['USA / NTSC', 'JPN / NTSC']",[],[],[],[],2020-04-25T05:59:37Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/9dow9q71'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=9dow9q71'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/9dow9q71/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/9dow9q71/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/9dow9q71/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/9dow9q71/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/qnlmljk4'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/9dow9q71/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/9dow9q71/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/9dow9q71/category/9d84qq6k'}]"
167,1BeatHeart,,2017,2017-08-28,False,[],[],[],[],[],[],[],2020-11-22T19:55:17Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/369pr3g1'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=369pr3g1'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/369pr3g1/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/369pr3g1/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/369pr3g1/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/369pr3g1/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/369pr3g1/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/369pr3g1/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/369pr3g1/category/z2747lo2'}]"
168,1bitHeart,,2015,2015-02-06,False,[],[],[],[],[],[],[],2021-03-08T21:30:13Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/268eyj76'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=268eyj76'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/268eyj76/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/268eyj76/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/268eyj76/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/268eyj76/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/268eyj76/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/268eyj76/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/268eyj76/category/n2y9w97d'}]"
169,1nsane,,2000,2000-11-24,False,[],[],[],[],[],[],[],2019-04-13T07:22:38Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/46w3wmn1'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=46w3wmn1'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/46w3wmn1/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/46w3wmn1/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/46w3wmn1/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/46w3wmn1/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/46w3wmn1/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/46w3wmn1/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/46w3wmn1/category/02q3qm9k'}]"
170,1px,https://discord.gg/NcNVP8M,2015,2015-09-21,True,['dj1gd1x5'],[],[],[],[],[],[],2017-12-24T09:33:27Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/369ppxg1'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=369ppxg1'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/369ppxg1/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/369ppxg1/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/369ppxg1/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/369ppxg1/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/369ppxg1/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/369ppxg1/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/369ppxg1/category/n2y59jek'}]"
171,1v1.LOL,,2017,2017-07-27,True,"['go1lem4p', 'v31r2mkw']",[],[],[],[],[],[],2022-01-20T19:54:01Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/j1n8zq91'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=j1n8zq91'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/j1n8zq91/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/j1n8zq91/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/j1n8zq91/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/j1n8zq91/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'base-game', 'uri': 'https://www.speedrun.com/api/v1/games/'}, {'rel': 'game', 'uri': 'https://www.speedrun.com/api/v1/games/'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/j1n8zq91/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/j1n8zq91/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/j1n8zq91/category/mkey98j2'}]"
172,2,,2014,2014-05-06,False,[],[],[],[],[],[],[],2021-07-14T15:11:28Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/w6j7g4e6'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=w6j7g4e6'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/w6j7g4e6/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/w6j7g4e6/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/w6j7g4e6/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/w6j7g4e6/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/w6j7g4e6/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/w6j7g4e6/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/w6j7g4e6/category/n2yewq1k'}]"
173,2 3 4 players minigames pixel,https://discord.gg/4aqjQysVjJ,2022,2022-01-21,True,['dj1gd1x5'],[],[],[],[],[],[],2022-07-29T16:08:19Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/pd0qmgv1'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=pd0qmgv1'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/pd0qmgv1/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/pd0qmgv1/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/pd0qmgv1/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/pd0qmgv1/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/r4g6vyxn'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/pd0qmgv1/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/pd0qmgv1/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/pd0qmgv1/category/xd1wnvr2'}]"
174,2 Builders 2 Tools,https://discord.gg/HF5JztJ,2010,2010-12-13,True,['4xm721op'],[],[],[],[],[],[],2019-12-22T20:09:24Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/m1mxgep6'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=m1mxgep6'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/m1mxgep6/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/m1mxgep6/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/m1mxgep6/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/m1mxgep6/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/y71gezl7'}, {'rel': 'base-game', 'uri': 'https://www.speedrun.com/api/v1/games/j1npme6p'}, {'rel': 'game', 'uri': 'https://www.speedrun.com/api/v1/games/j1npme6p'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/m1mxgep6/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/m1mxgep6/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/m1mxgep6/category/jdz9wlv2'}]"
175,2 Cars,https://discord.gg/bpY8zeB,2014,2014-11-26,True,['dj1gd1x5'],[],[],[],[],[],[],2017-07-16T04:24:56Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/o6g989d2'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=o6g989d2'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/o6g989d2/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/o6g989d2/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/o6g989d2/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/o6g989d2/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/o6g989d2/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/o6g989d2/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/o6g989d2/category/824m4mn2'}]"
